page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
714001,Ex Nihila (Earth-616),\/Ex_Nihila_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,Bald,Female Characters,,Deceased Characters,4.0,,
666066,Merree (Construct) (Earth-616),\/Merree_(Construct)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,4.0,,
521374,Mrs. Ilse (Earth-616),\/Mrs._Ilse_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,3.0,Sep-46,1946.0
624036,Korea Katie (Earth-616),\/Korea_Katie_(Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,3.0,May-53,1953.0
602014,Panther Lady (Earth-616),\/Panther_Lady_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,3.0,Mar-53,1953.0
13175,Madame Macabre (Earth-616),\/Madame_Macabre_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3.0,Apr-65,1965.0
280859,Marlene Blackgar (Earth-616),\/Marlene_Blackgar_(Earth-616),,Bad Characters,White Eyes,Brown Hair,Female Characters,,Deceased Characters,3.0,Jun-72,1972.0
1301,Shirlee Bryant (Earth-616),\/Shirlee_Bryant_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,3.0,Nov-72,1972.0
30283,Marguerita (Earth-616),\/Marguerita_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,,Deceased Characters,3.0,Nov-73,1973.0
199029,Danielle Nicolle (Earth-616),\/Danielle_Nicolle_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,3.0,Aug-75,1975.0
7542,Janice Foswell (Earth-616),\/Janice_Foswell_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,3.0,Nov-75,1975.0
43148,Kthara (Earth-616),\/Kthara_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Female Characters,,Living Characters,3.0,Oct-75,1975.0
2687,Madam Slay (Earth-616),\/Madam_Slay_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3.0,Nov-75,1975.0
198953,Olivia Selby (Earth-616),\/Olivia_Selby_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,3.0,May-75,1975.0
246259,Karen Lee (Kali) (Earth-616),\/Karen_Lee_(Kali)_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,3.0,Dec-76,1976.0
491310,Randy Tate (Earth-616),\/Randy_Tate_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Dec-76,1976.0
15922,Gemini (Android) (Earth-616),\/Gemini_(Android)_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,3.0,Jul-77,1977.0
16579,Svetlana Porfiry (Earth-616),\/Svetlana_Porfiry_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Female Characters,,Living Characters,3.0,Sep-83,1983.0
16252,Anzhela Federova (Earth-616),\/Anzhela_Federova_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,3.0,Jan-84,1984.0
16004,Elspeth Cromwell (Earth-616),\/Elspeth_Cromwell_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,3.0,Jan-85,1985.0
580808,Kali (Oblivion) (Earth-616),\/Kali_(Oblivion)_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,3.0,Feb-85,1985.0
15229,Silence (New Wave) (Earth-616),\/Silence_(New_Wave)_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,3.0,Nov-85,1985.0
18374,Ann Fraley (Earth-616),\/Ann_Fraley_(Earth-616),Secret Identity,Bad Characters,,White Hair,Female Characters,,Living Characters,3.0,Mar-86,1986.0
16309,Cybelle (Earth-616),\/Cybelle_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Deceased Characters,3.0,Nov-86,1986.0
251701,Gertha (Earth-616),\/Gertha_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Living Characters,3.0,Jun-86,1986.0
251697,Kossi (Earth-616),\/Kossi_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,3.0,Jun-86,1986.0
251699,Unn (Earth-616),\/Unn_(Earth-616),,Bad Characters,,Red Hair,Female Characters,,Living Characters,3.0,Jun-86,1986.0
7318,Sandy Vincent (Earth-616),\/Sandy_Vincent_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,3.0,Dec-87,1987.0
564786,Eileen Snakard (Earth-616),\/Eileen_Snakard_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,3.0,Sep-88,1988.0
350708,Madame Joy (Earth-616),\/Madame_Joy_(Earth-616),Public Identity,Bad Characters,,White Hair,Female Characters,,Living Characters,3.0,Nov-88,1988.0
4676,Mist Mistress (Earth-616),\/Mist_Mistress_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,3.0,Oct-88,1988.0
2445,Temptress (Brood Mutants) (Earth-616),\/Temptress_(Brood_Mutants)_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,3.0,Aug-88,1988.0
395411,Coral (Ravens) (Earth-616),\/Coral_(Ravens)_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,3.0,Jul-90,1990.0
13446,Florence Sharples (Earth-616),\/Florence_Sharples_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Nov-90,1990.0
4007,Dagny Forrester (Earth-616),\/Dagny_Forrester_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,3.0,May-91,1991.0
13146,Powerhouse (Mutant) (Earth-616),\/Powerhouse_(Mutant)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3.0,Oct-91,1991.0
36164,Veil (Desert Sword) (Earth-616),\/Veil_(Desert_Sword)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,3.0,Aug-91,1991.0
128141,Fionna Wyman (Earth-616),\/Fionna_Wyman_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3.0,Mar-92,1992.0
16429,Flamb\u00e9 (Earth-616),\/Flamb%C3%A9_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,3.0,Jul-92,1992.0
388628,Nepthys (Earth-616),\/Nepthys_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,3.0,Feb-92,1992.0
71365,Sha-Har-A-Zath (Earth-616),\/Sha-Har-A-Zath_(Earth-616),,Bad Characters,Blue Eyes,Blue Hair,Female Characters,,Living Characters,3.0,Feb-92,1992.0
16735,Tremolo (Earth-616),\/Tremolo_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,3.0,Jul-92,1992.0
16699,Vague (Earth-616),\/Vague_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,3.0,Jul-92,1992.0
18689,Violet Pinkerton (Earth-616),\/Violet_Pinkerton_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Mar-92,1992.0
101564,Ariel Tremmore (Earth-616),\/Ariel_Tremmore_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,3.0,Mar-93,1993.0
301742,Eris (Earth-616),\/Eris_(Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Jun-93,1993.0
44642,Estelle Hawkins (Earth-616),\/Estelle_Hawkins_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,3.0,Mar-93,1993.0
120836,Katherine Ainsley-Jones (Earth-616),\/Katherine_Ainsley-Jones_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,3.0,Sep-93,1993.0
18377,Lisabeth Borden (Earth-616),\/Lisabeth_Borden_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,3.0,Sep-93,1993.0
127357,Tanager (Earth-616),\/Tanager_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,3.0,May-93,1993.0
16659,Weasel (Warpies) (Earth-616),\/Weasel_(Warpies)_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,3.0,Jan-93,1993.0
171671,Barbara Gruber (Earth-616),\/Barbara_Gruber_(Earth-616),Secret Identity,Bad Characters,,Auburn Hair,Female Characters,,Living Characters,3.0,Jun-94,1994.0
154868,Javelynn (Earth-616),\/Javelynn_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,3.0,Jan-94,1994.0
16215,Jeannette Voleroux (Earth-616),\/Jeannette_Voleroux_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,3.0,May-94,1994.0
518423,Rosten (Earth-616),\/Rosten_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,3.0,Jan-94,1994.0
247335,Schizo (Earth-616),\/Schizo_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Green Hair,Female Characters,,Living Characters,3.0,Mar-94,1994.0
570851,Melanie Kraus (Earth-616),\/Melanie_Kraus_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,3.0,Apr-95,1995.0
18213,Sybil (Earth-616),\/Sybil_(Earth-616),Secret Identity,Bad Characters,,Bald,Female Characters,,Living Characters,3.0,Sep-97,1997.0
16329,Cristal Lemieux (Earth-616),\/Cristal_Lemieux_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,3.0,Oct-98,1998.0
36136,Rapture (Sister Joy) (Earth-616),\/Rapture_(Sister_Joy)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Red Hair,Female Characters,,Deceased Characters,3.0,Oct-98,1998.0
45155,Saboteur (Earth-616),\/Saboteur_(Earth-616),Secret Identity,Bad Characters,,White Hair,Female Characters,,Deceased Characters,3.0,Aug-98,1998.0
334890,Smokescreen (Earth-616),\/Smokescreen_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,3.0,Feb-98,1998.0
16635,Zona (Deviant) (Earth-616),\/Zona_(Deviant)_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,3.0,Dec-98,1998.0
16305,Coil (Earth-616),\/Coil_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,3.0,May-99,1999.0
184274,Gyre (Twisted Sisters) (Earth-616),\/Gyre_(Twisted_Sisters)_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,3.0,May-99,1999.0
16921,Ringlet (Earth-616),\/Ringlet_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,3.0,May-99,1999.0
79800,Barracuda (Heavy Mettle) (Earth-616),\/Barracuda_(Heavy_Mettle)_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,3.0,Jan-00,2000.0
16262,Beldame (Earth-616),\/Beldame_(Earth-616),Secret Identity,Bad Characters,,Purple Hair,Female Characters,,Deceased Characters,3.0,Aug-00,2000.0
16270,Bloody Bess (Earth-616),\/Bloody_Bess_(Earth-616),Secret Identity,Bad Characters,,White Hair,Female Characters,,Living Characters,3.0,Sep-00,2000.0
16417,Elysia (Earth-616),\/Elysia_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,3.0,Jun-00,2000.0
555146,Yoshida (Gauntlet member) (Earth-616),\/Yoshida_(Gauntlet_member)_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,3.0,May-00,2000.0
49833,A (Earth-616),\/A_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,3.0,Feb-01,2001.0
410740,Gina Anderson (Earth-616),\/Gina_Anderson_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,3.0,Jun-01,2001.0
2620,Succubus (Earth-616),\/Succubus_(Earth-616),Secret Identity,Bad Characters,,Green Hair,Female Characters,,Deceased Characters,3.0,Oct-01,2001.0
49871,T (Earth-616),\/T_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,3.0,Feb-01,2001.0
697759,Lubyev (Earth-616),\/Lubyev_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,3.0,Jun-02,2002.0
697760,Petra (Black Widow) (Earth-616),\/Petra_(Black_Widow)_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,3.0,Jun-02,2002.0
16975,Skullbuster (female Reaver) (Earth-616),\/Skullbuster_(female_Reaver)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Female Characters,,Living Characters,3.0,Feb-02,2002.0
16092,Staak (Earth-616),\/Staak_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,3.0,Oct-02,2002.0
92849,Appraiser (Earth-616),\/Appraiser_(Earth-616),,Bad Characters,Brown Eyes,Pink Hair,Female Characters,,Living Characters,3.0,Dec-04,2004.0
591916,Zelda (District X) (Earth-616),\/Zelda_(District_X)_(Earth-616),Public Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Jun-04,2004.0
19450,Martha Gomes (Earth-616),\/Martha_Gomes_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Nov-05,2005.0
706235,Njeri Damphousse (Earth-616),\/Njeri_Damphousse_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3.0,Jun-05,2005.0
32545,Extirpia (Earth-616),\/Extirpia_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,No Hair,Female Characters,,Living Characters,3.0,Oct-06,2006.0
122113,"Carol Danvers (Modern, Skrull) (Earth-616)","\/Carol_Danvers_(Modern,_Skrull)_(Earth-616)",Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,3.0,May-08,2008.0
126013,Saboteur (Fourth) (Earth-616),\/Saboteur_(Fourth)_(Earth-616),Secret Identity,Bad Characters,,White Hair,Female Characters,,Living Characters,3.0,Mar-08,2008.0
293328,Wanda Maximoff (Skrull) (Earth-616),\/Wanda_Maximoff_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,,Living Characters,3.0,Jun-08,2008.0
493804,Axis Annie (Earth-616),\/Axis_Annie_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Aug-09,2009.0
494103,Fraulein Fatale (Earth-616),\/Fraulein_Fatale_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,3.0,Aug-09,2009.0
260704,Jenni Pate (Earth-616),\/Jenni_Pate_(Earth-616),Secret Identity,Bad Characters,,Pink Hair,Female Characters,,Deceased Characters,3.0,Aug-09,2009.0
498017,Madame Mauser (Earth-616),\/Madame_Mauser_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,3.0,Aug-09,2009.0
278873,Morass (Earth-616),\/Morass_(Earth-616),Secret Identity,Bad Characters,White Eyes,Brown Hair,Female Characters,,Deceased Characters,3.0,Oct-09,2009.0
199165,Pannix (Earth-616),\/Pannix_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Living Characters,3.0,Mar-09,2009.0
498031,Penny Panzer (Earth-616),\/Penny_Panzer_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Aug-09,2009.0
401729,Makro (Earth-616),\/Makro_(Earth-616),Secret Identity,Bad Characters,,No Hair,Female Characters,,Living Characters,3.0,Oct-10,2010.0
401784,Yuki (Earth-616),\/Yuki_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,3.0,Oct-10,2010.0
402988,Agent Anesthesia (Earth-616),\/Agent_Anesthesia_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Female Characters,,Living Characters,3.0,Jan-11,2011.0
472925,Kasha (Earth-616),\/Kasha_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Red Hair,Female Characters,,Living Characters,3.0,Aug-11,2011.0
509420,Skirn (Earth-616),\/Skirn_(Earth-616),Public Identity,Bad Characters,,,Female Characters,,Living Characters,3.0,Jul-11,2011.0
552570,Baylee Ann (Earth-616),\/Baylee_Ann_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Living Characters,3.0,Jul-12,2012.0
532015,Flower (Assassin) (Earth-616),\/Flower_(Assassin)_(Earth-616),Secret Identity,Bad Characters,Orange Eyes,Black Hair,Female Characters,,Living Characters,3.0,Jun-12,2012.0
604133,Machete (unnamed female) (Earth-616),\/Machete_(unnamed_female)_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,3.0,Aug-12,2012.0
511218,Wanda Maximoff (Clone) (Earth-616),\/Wanda_Maximoff_(Clone)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Auburn Hair,Female Characters,,Deceased Characters,3.0,Jan-12,2012.0
510301,X-666 (Earth-616),\/X-666_(Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Apr-12,2012.0
299336,Madam Swabada (Earth-616),\/Madam_Swabada_(Earth-616),,Bad Characters,,Grey Hair,Female Characters,,Living Characters,3.0,,
330968,Queen Ursula (Earth-616),\/Queen_Ursula_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,3.0,,
680941,Josephine Bricklemoore (Earth-616),\/Josephine_Bricklemoore_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Red Hair,Female Characters,,Living Characters,3.0,,
692905,Kinjin (Earth-616),\/Kinjin_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,3.0,,
715289,Terrana (Earth-616),\/Terrana_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,3.0,,
459445,Jarna (Earth-616),\/Jarna_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,2.0,Nov-41,1941.0
484592,Erica von Kampf (Earth-616),\/Erica_von_Kampf_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,2.0,Dec-42,1942.0
493330,Countess Kyra (Earth-616),\/Countess_Kyra_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2.0,Mar-44,1944.0
547463,Lou Dade (Earth-616),\/Lou_Dade_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,2.0,Jun-51,1951.0
597574,Pearl of Pyongyang (Earth-616),\/Pearl_of_Pyongyang_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2.0,Dec-52,1952.0
604470,Myra Tangier (Earth-616),\/Myra_Tangier_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2.0,May-53,1953.0
625812,Red Mary (Earth-616),\/Red_Mary_(Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2.0,Apr-54,1954.0
637840,Snake Lady of Sinyong (Earth-616),\/Snake_Lady_of_Sinyong_(Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,2.0,Oct-54,1954.0
516664,Nedra (Earth-616),\/Nedra_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,2.0,Jun-64,1964.0
18654,Erica Wolfmann (Earth-616),\/Erica_Wolfmann_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,2.0,Dec-65,1965.0
307065,Irma Kruhl (Earth-616),\/Irma_Kruhl_(Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2.0,Jan-68,1968.0
289342,Fara (Earth-616),\/Fara_(Earth-616),,Bad Characters,,Strawberry Blond Hair,Female Characters,,Deceased Characters,2.0,Aug-69,1969.0
458748,Charybdis (Earth-616),\/Charybdis_(Earth-616),Public Identity,Bad Characters,,,Female Characters,,Living Characters,2.0,Sep-70,1970.0
458747,Scylla (Earth-616),\/Scylla_(Earth-616),Public Identity,Bad Characters,,No Hair,Female Characters,,Living Characters,2.0,Sep-70,1970.0
606772,Aunt Serr (Earth-616),\/Aunt_Serr_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2.0,Sep-71,1971.0
518489,Shara-Lee (Earth-616),\/Shara-Lee_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,2.0,Jul-71,1971.0
57045,Catherine Saint (Earth-616),\/Catherine_Saint_(Earth-616),,Bad Characters,,,Female Characters,,Deceased Characters,2.0,Oct-73,1973.0
572907,Jennifer Glatzer (Earth-616),\/Jennifer_Glatzer_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2.0,Aug-73,1973.0
410724,Ulla (Earth-616),\/Ulla_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2.0,Apr-73,1973.0
18779,Elianne Turac (Earth-616),\/Elianne_Turac_(Earth-616),No Dual Identity,Bad Characters,White Eyes,Black Hair,Female Characters,,Deceased Characters,2.0,Dec-74,1974.0
34273,Inanna (Earth-616),\/Inanna_(Earth-616),Public Identity,Bad Characters,Violet Eyes,,Female Characters,,Deceased Characters,2.0,Jul-74,1974.0
309662,Liza Pyne (Earth-616),\/Liza_Pyne_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,2.0,Jan-74,1974.0
63488,Ma Mayhem (Earth-616),\/Ma_Mayhem_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,2.0,Jun-74,1974.0
707832,Daphne von Wilkinson (Earth-616),\/Daphne_von_Wilkinson_(Earth-616),No Dual Identity,Bad Characters,,,Female Characters,,Deceased Characters,2.0,Jul-75,1975.0
491106,Sheeas (Earth-616),\/Sheeas_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2.0,Nov-75,1975.0
175781,Assassin (Maria) (Earth-616),\/Assassin_(Maria)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,2.0,Mar-76,1976.0
506964,Morgan le Fay (Robot) (Earth-616),\/Morgan_le_Fay_(Robot)_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,2.0,Mar-76,1976.0
502871,Madam Web (Earth-616),\/Madam_Web_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,2.0,Apr-77,1977.0
46949,Ereshkigal (Goddess) (Earth-616),\/Ereshkigal_(Goddess)_(Earth-616),,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,2.0,Oct-82,1982.0
32563,Sheila Danning (Earth-616),\/Sheila_Danning_(Earth-616),,Bad Characters,,Red Hair,Female Characters,,Living Characters,2.0,Aug-83,1983.0
79558,Danielle Belmonde (Earth-616),\/Danielle_Belmonde_(Earth-616),Public Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,2.0,Feb-84,1984.0
433905,Mordonna (Earth-616),\/Mordonna_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,2.0,Dec-85,1985.0
249001,Dawn Middlebury (Earth-616),\/Dawn_Middlebury_(Earth-616),,Bad Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,2.0,Mar-86,1986.0
248997,Deb Lowry (Earth-616),\/Deb_Lowry_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Living Characters,2.0,Mar-86,1986.0
560392,Iuriale (Earth-616),\/Iuriale_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,2.0,Apr-86,1986.0
310999,Nettle (Earth-616),\/Nettle_(Earth-616),Secret Identity,Bad Characters,Black Eyes,,Female Characters,,Living Characters,2.0,Jan-86,1986.0
16562,Ramora (Earth-616),\/Ramora_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,2.0,Jan-86,1986.0
248999,Sandy Stalmaster (Earth-616),\/Sandy_Stalmaster_(Earth-616),Public Identity,Bad Characters,,,Female Characters,,Living Characters,2.0,Mar-86,1986.0
98717,Susan Hayakawa (Earth-616),\/Susan_Hayakawa_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,2.0,Mar-86,1986.0
246275,Vivian Dolan (Earth-616),\/Vivian_Dolan_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,2.0,Mar-86,1986.0
589461,Irina Tarasova (Earth-616),\/Irina_Tarasova_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,2.0,May-87,1987.0
84338,Priscilla Morrison (Earth-616),\/Priscilla_Morrison_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,2.0,Mar-87,1987.0
157140,Anarchy (ULTIMATUM) (Earth-616),\/Anarchy_(ULTIMATUM)_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,2.0,Dec-89,1989.0
46753,Sara Krowler (Earth-616),\/Sara_Krowler_(Earth-616),,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,2.0,Aug-89,1989.0
395568,Cerise (Ravens) (Earth-616),\/Cerise_(Ravens)_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,2.0,Aug-90,1990.0
18748,Ticker (Earth-616),\/Ticker_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,2.0,Oct-90,1990.0
28495,Arianna Jankos (Earth-616),\/Arianna_Jankos_(Earth-616),,Bad Characters,,Red Hair,Female Characters,,Living Characters,2.0,Aug-91,1991.0
26487,Carmella (Earth-616),\/Carmella_(Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2.0,Oct-91,1991.0
289261,Francesca Tofield (Earth-616),\/Francesca_Tofield_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,2.0,May-91,1991.0
17267,Mora Hager (Earth-616),\/Mora_Hager_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2.0,Jul-91,1991.0
297330,Angeline Kutter (Earth-616),\/Angeline_Kutter_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,2.0,Jun-92,1992.0
16256,Briquette (Earth-616),\/Briquette_(Earth-616),Secret Identity,Bad Characters,,Magenta Hair,Female Characters,,Living Characters,2.0,Jul-92,1992.0
526638,Cathode (Earth-616),\/Cathode_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2.0,Nov-92,1992.0
18711,Volga Belle (Earth-616),\/Volga_Belle_(Earth-616),,Bad Characters,,No Hair,Female Characters,,Living Characters,2.0,Jun-92,1992.0
16257,Ballistik (Earth-616),\/Ballistik_(Earth-616),,Bad Characters,,Red Hair,Female Characters,,Living Characters,2.0,Dec-93,1993.0
529485,Cassandra (Hydra) (Earth-616),\/Cassandra_(Hydra)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2.0,Apr-93,1993.0
